# Simulated random data file for batch processing
# timestamp: 2022-04-27 10:18:35
# HRS
# ------------------------

"var_x","var_y"
NA,0.15111342468299
0.173285904573277,0.215400567976758
0.704769990872592,0.429012313019484
0.482524625491351,0.910607514204457
0.631983140250668,0.484995847335085
0.48090304643847,0.81136411591433
0.624655663734302,0.405452864943072
0.395383720286191,0.625181950861588
0.352773153455928,0.601329991361126
0.700554498238489,0.0706822669599205
0.142279284773394,0.705096194986254
0.123081370256841,0.0490114109124988
0.502802663249895,0.616576851578429
0.475602010730654,0.792334797093645
0.195790284546092,0.824211290106177
0.127115173032507,0.463305702200159
0.156263160286471,0.994508980074897
0.102849498856813,NA
